IDX	LABEL	PC	UI	CLKT	CS0	CS1	CA	WCKT	RDQS0	RDQS1	DMI0	DMI1	DATAe	DATAo	CLK_cnt	CMD	BANK	ROW	COLA	MR_VAL	ETC	Data
31BF	-	1A5	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3183	DES	-	-	-	-	-	-
31C0	-	1A6	1	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	3184	RD(16)	-	-	-	-	-	-
31C1	-	1A6	2	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	3184	RD(16)	-	-	-	-	-	-
31C2	-	1A6	3	1	0	0	0011000_	10_	00_	00_	00_	00_	0x0000	0x0000	3184	RD(16)	A2	0x0	0x20	-	-	0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_
31C3	-	1A6	4	1	0	0	0011000_	10_	00_	00_	00_	00_	0x0000	0x0000	3184	RD(16)	A2	0x0	0x20	-	-	-
31C4	-	1A6	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3185	DES	-	-	-	-	-	-
31C5	-	1A6	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3185	DES	-	-	-	-	-	-
31C6	-	1A6	7	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3185	DES	-	-	-	-	-	-
31C7	-	1A6	8	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3185	DES	-	-	-	-	-	-
31C8	-	1A6	9	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	3186	RD(16)	-	-	-	-	-	-
31C9	-	1A6	10	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	3186	RD(16)	-	-	-	-	-	-
31CA	-	1A6	11	1	0	0	0101100_	10_	00_	00_	00_	00_	0x0000	0x0000	3186	RD(16)	A3	0xffff	0x3d0	-	-	0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_
31CB	-	1A6	12	1	0	0	0101100_	10_	00_	00_	00_	00_	0x0000	0x0000	3186	RD(16)	A3	0xffff	0x3d0	-	-	-
31CC	-	1A6	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3187	DES	-	-	-	-	-	-
31CD	-	1A6	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3187	DES	-	-	-	-	-	-
31CE	-	1A6	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3187	DES	-	-	-	-	-	-
31CF	-	1A6	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3187	DES	-	-	-	-	-	-
31D0	-	1A7	1	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	3188	RD(16)	-	-	-	-	-	-
31D1	-	1A7	2	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	3188	RD(16)	-	-	-	-	-	-
31D2	-	1A7	3	1	0	0	0010001_	10_	00_	00_	00_	00_	0x0000	0x0000	3188	RD(16)	B0	0x0	0x20	-	-	0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_
31D3	-	1A7	4	1	0	0	0010001_	10_	00_	00_	00_	00_	0x0000	0x0000	3188	RD(16)	B0	0x0	0x20	-	-	-
31D4	-	1A7	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3189	DES	-	-	-	-	-	-
31D5	-	1A7	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3189	DES	-	-	-	-	-	-
31D6	-	1A7	7	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3189	DES	-	-	-	-	-	-
31D7	-	1A7	8	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3189	DES	-	-	-	-	-	-
31D8	-	1A7	9	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	3190	RD(16)	-	-	-	-	-	-
31D9	-	1A7	10	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	3190	RD(16)	-	-	-	-	-	-
31DA	-	1A7	11	1	0	0	0100101_	10_	00_	00_	00_	00_	0x0000	0x0000	3190	RD(16)	B1	0xffff	0x3d0	-	-	0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_
31DB	-	1A7	12	1	0	0	0100101_	10_	00_	00_	00_	00_	0x0000	0x0000	3190	RD(16)	B1	0xffff	0x3d0	-	-	-
31DC	-	1A7	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3191	DES	-	-	-	-	-	-
31DD	-	1A7	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3191	DES	-	-	-	-	-	-
31DE	-	1A7	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3191	DES	-	-	-	-	-	-
31DF	-	1A7	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3191	DES	-	-	-	-	-	-
3.10E+01	-	1A8	1	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	3192	RD(16)	-	-	-	-	-	-
3.10E+02	-	1A8	2	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	3192	RD(16)	-	-	-	-	-	-
3.10E+03	-	1A8	3	1	0	0	0011001_	10_	00_	00_	00_	00_	0x0000	0x0000	3192	RD(16)	B2	0x0	0x20	-	-	0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_
3.10E+04	-	1A8	4	1	0	0	0011001_	10_	00_	00_	00_	00_	0x0000	0x0000	3192	RD(16)	B2	0x0	0x20	-	-	-
3.10E+05	-	1A8	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3193	DES	-	-	-	-	-	-
3.10E+06	-	1A8	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3193	DES	-	-	-	-	-	-
3.10E+07	-	1A8	7	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3193	DES	-	-	-	-	-	-
3.10E+08	-	1A8	8	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3193	DES	-	-	-	-	-	-
3.10E+09	-	1A8	9	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	3194	RD(16)	-	-	-	-	-	-
3.10E+10	-	1A8	10	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	3194	RD(16)	-	-	-	-	-	-
31EA	-	1A8	11	1	0	0	0101101_	10_	00_	00_	00_	00_	0x0000	0x0000	3194	RD(16)	B3	0xffff	0x3d0	-	-	0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_
31EB	-	1A8	12	1	0	0	0101101_	10_	00_	00_	00_	00_	0x0000	0x0000	3194	RD(16)	B3	0xffff	0x3d0	-	-	-
31EC	-	1A8	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3195	DES	-	-	-	-	-	-
31ED	-	1A8	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3195	DES	-	-	-	-	-	-
31EE	-	1A8	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3195	DES	-	-	-	-	-	-
31EF	-	1A8	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3195	DES	-	-	-	-	-	-
31F0	-	1A9	1	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	3196	RD(16)	-	-	-	-	-	-
31F1	-	1A9	2	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	3196	RD(16)	-	-	-	-	-	-
31F2	-	1A9	3	1	0	0	0010010_	10_	00_	00_	00_	00_	0x0000	0x0000	3196	RD(16)	C0	0x0	0x20	-	-	0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_
31F3	-	1A9	4	1	0	0	0010010_	10_	00_	00_	00_	00_	0x0000	0x0000	3196	RD(16)	C0	0x0	0x20	-	-	-
31F4	-	1A9	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3197	DES	-	-	-	-	-	-
31F5	-	1A9	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3197	DES	-	-	-	-	-	-
31F6	-	1A9	7	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3197	DES	-	-	-	-	-	-
31F7	-	1A9	8	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3197	DES	-	-	-	-	-	-
31F8	-	1A9	9	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	3198	RD(16)	-	-	-	-	-	-
31F9	-	1A9	10	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	3198	RD(16)	-	-	-	-	-	-
31FA	-	1A9	11	1	0	0	0100110_	10_	00_	00_	00_	00_	0x0000	0x0000	3198	RD(16)	C1	0xffff	0x3d0	-	-	0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_
31FB	-	1A9	12	1	0	0	0100110_	10_	00_	00_	00_	00_	0x0000	0x0000	3198	RD(16)	C1	0xffff	0x3d0	-	-	-
31FC	-	1A9	13	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3199	DES	-	-	-	-	-	-
31FD	-	1A9	14	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3199	DES	-	-	-	-	-	-
31FE	-	1A9	15	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3199	DES	-	-	-	-	-	-
31FF	-	1A9	16	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	3199	DES	-	-	-	-	-	-
3200	-	1AA	1	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	3200	RD(16)	-	-	-	-	-	-
3201	-	1AA	2	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	3200	RD(16)	-	-	-	-	-	-
3202	-	1AA	3	1	0	0	0011010_	10_	10_	10_	00_	00_	0x6669	0x9996	3200	RD(16)	C2	0x0	0x20	-	-	0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_
3203	-	1AA	4	1	0	0	0011010_	10_	10_	10_	00_	00_	0x6669	0x9996	3200	RD(16)	C2	0x0	0x20	-	-	-
3204	-	1AA	5	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3201	DES	-	-	-	-	-	-
3205	-	1AA	6	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3201	DES	-	-	-	-	-	-
3206	-	1AA	7	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3201	DES	-	-	-	-	-	-
3207	-	1AA	8	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3201	DES	-	-	-	-	-	-
3208	-	1AA	9	0	1	0	1111001_	10_	10_	10_	00_	00_	0x6669	0x9996	3202	RD(16)	-	-	-	-	-	-
3209	-	1AA	10	0	1	0	1111001_	10_	10_	10_	00_	00_	0x6669	0x9996	3202	RD(16)	-	-	-	-	-	-
320A	-	1AA	11	1	0	0	0101110_	10_	10_	10_	00_	00_	0x6669	0x9996	3202	RD(16)	C3	0xffff	0x3d0	-	-	0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_0x6669_
320B	-	1AA	12	1	0	0	0101110_	10_	10_	10_	00_	00_	0x6669	0x9996	3202	RD(16)	C3	0xffff	0x3d0	-	-	-
320C	-	1AA	13	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3203	DES	-	-	-	-	-	-
320D	-	1AA	14	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3203	DES	-	-	-	-	-	-
320E	-	1AA	15	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3203	DES	-	-	-	-	-	-
320F	-	1AA	16	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3203	DES	-	-	-	-	-	-
3210	-	1AB	1	0	1	0	0000001_	10_	10_	10_	00_	00_	0x6669	0x9996	3204	RD(16)	-	-	-	-	-	-
3211	-	1AB	2	0	1	0	0000001_	10_	10_	10_	00_	00_	0x6669	0x9996	3204	RD(16)	-	-	-	-	-	-
3212	-	1AB	3	1	0	0	0010011_	10_	10_	10_	00_	00_	0x9996	0x6669	3204	RD(16)	D0	0x0	0x20	-	-	0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_
3213	-	1AB	4	1	0	0	0010011_	10_	10_	10_	00_	00_	0x9996	0x6669	3204	RD(16)	D0	0x0	0x20	-	-	-
3214	-	1AB	5	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3205	DES	-	-	-	-	-	-
3215	-	1AB	6	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3205	DES	-	-	-	-	-	-
3216	-	1AB	7	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3205	DES	-	-	-	-	-	-
3217	-	1AB	8	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3205	DES	-	-	-	-	-	-
3218	-	1AB	9	0	1	0	1111001_	10_	10_	10_	00_	00_	0x9996	0x6669	3206	RD(16)	-	-	-	-	-	-
3219	-	1AB	10	0	1	0	1111001_	10_	10_	10_	00_	00_	0x9996	0x6669	3206	RD(16)	-	-	-	-	-	-
321A	-	1AB	11	1	0	0	0100111_	10_	10_	10_	00_	00_	0x6669	0x6669	3206	RD(16)	D1	0xffff	0x3d0	-	-	0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_0x9996_0x6669_0x6669_0x9996_
321B	-	1AB	12	1	0	0	0100111_	10_	10_	10_	00_	00_	0x6669	0x6669	3206	RD(16)	D1	0xffff	0x3d0	-	-	-
321C	-	1AB	13	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3207	DES	-	-	-	-	-	-
321D	-	1AB	14	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3207	DES	-	-	-	-	-	-
321E	-	1AB	15	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3207	DES	-	-	-	-	-	-
321F	-	1AB	16	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3207	DES	-	-	-	-	-	-
3220	-	1AC	1	0	1	0	0000001_	10_	10_	10_	00_	00_	0x6669	0x6669	3208	RD(16)	-	-	-	-	-	-
3221	-	1AC	2	0	1	0	0000001_	10_	10_	10_	00_	00_	0x6669	0x6669	3208	RD(16)	-	-	-	-	-	-
3222	-	1AC	3	1	0	0	0011011_	10_	10_	10_	00_	00_	0x6669	0x9996	3208	RD(16)	D2	0x0	0x20	-	-	0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_
3223	-	1AC	4	1	0	0	0011011_	10_	10_	10_	00_	00_	0x9996	0x6669	3208	RD(16)	D2	0x0	0x20	-	-	-
3224	-	1AC	5	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3209	DES	-	-	-	-	-	-
3225	-	1AC	6	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3209	DES	-	-	-	-	-	-
3226	-	1AC	7	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3209	DES	-	-	-	-	-	-
3227	-	1AC	8	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3209	DES	-	-	-	-	-	-
3228	-	1AC	9	0	1	0	1111001_	10_	10_	10_	00_	00_	0x6669	0x9996	3210	RD(16)	-	-	-	-	-	-
3229	-	1AC	10	0	1	0	1111001_	10_	10_	10_	00_	00_	0x9996	0x6669	3210	RD(16)	-	-	-	-	-	-
322A	-	1AC	11	1	0	0	0101111_	10_	10_	10_	00_	00_	0x9996	0x6669	3210	RD(16)	D3	0xffff	0x3d0	-	-	0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_0x9996_0x6669_
322B	-	1AC	12	1	0	0	0101111_	10_	10_	10_	00_	00_	0x6669	0x9996	3210	RD(16)	D3	0xffff	0x3d0	-	-	-
322C	-	1AC	13	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3211	DES	-	-	-	-	-	-
322D	-	1AC	14	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3211	DES	-	-	-	-	-	-
322E	-	1AC	15	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3211	DES	-	-	-	-	-	-
322F	-	1AC	16	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3211	DES	-	-	-	-	-	-
3230	-	1AD	1	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3212	DES	-	-	-	-	-	-
3231	-	1AD	2	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3212	DES	-	-	-	-	-	-
3232	-	1AD	3	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3212	DES	-	-	-	-	-	-
3233	-	1AD	4	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3212	DES	-	-	-	-	-	-
3234	-	1AD	5	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3213	DES	-	-	-	-	-	-
3235	-	1AD	6	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3213	DES	-	-	-	-	-	-
3236	-	1AD	7	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3213	DES	-	-	-	-	-	-
3237	-	1AD	8	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3213	DES	-	-	-	-	-	-
3238	-	1AD	9	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3214	DES	-	-	-	-	-	-
3239	-	1AD	10	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3214	DES	-	-	-	-	-	-
323A	-	1AD	11	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3214	DES	-	-	-	-	-	-
323B	-	1AD	12	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3214	DES	-	-	-	-	-	-
323C	-	1AD	13	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3215	DES	-	-	-	-	-	-
323D	-	1AD	14	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3215	DES	-	-	-	-	-	-
323E	-	1AD	15	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3215	DES	-	-	-	-	-	-
323F	-	1AD	16	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3215	DES	-	-	-	-	-	-
3240	-	1AE	1	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3216	DES	-	-	-	-	-	-
3241	-	1AE	2	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3216	DES	-	-	-	-	-	-
3242	-	1AE	3	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3216	DES	-	-	-	-	-	-
3243	-	1AE	4	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3216	DES	-	-	-	-	-	-
3244	-	1AE	5	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3217	DES	-	-	-	-	-	-
3245	-	1AE	6	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3217	DES	-	-	-	-	-	-
3246	-	1AE	7	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3217	DES	-	-	-	-	-	-
3247	-	1AE	8	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3217	DES	-	-	-	-	-	-
3248	-	1AE	9	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3218	DES	-	-	-	-	-	-
3249	-	1AE	10	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3218	DES	-	-	-	-	-	-
324A	-	1AE	11	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3218	DES	-	-	-	-	-	-
324B	-	1AE	12	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3218	DES	-	-	-	-	-	-
324C	-	1AE	13	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3219	DES	-	-	-	-	-	-
324D	-	1AE	14	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3219	DES	-	-	-	-	-	-
324E	-	1AE	15	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3219	DES	-	-	-	-	-	-
324F	-	1AE	16	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3219	DES	-	-	-	-	-	-
3250	-	1AF	1	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3220	DES	-	-	-	-	-	-
3251	-	1AF	2	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3220	DES	-	-	-	-	-	-
3252	-	1AF	3	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3220	DES	-	-	-	-	-	-
3253	-	1AF	4	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3220	DES	-	-	-	-	-	-
3254	-	1AF	5	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3221	DES	-	-	-	-	-	-
3255	-	1AF	6	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3221	DES	-	-	-	-	-	-
3256	-	1AF	7	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3221	DES	-	-	-	-	-	-
3257	-	1AF	8	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3221	DES	-	-	-	-	-	-
3258	-	1AF	9	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3222	DES	-	-	-	-	-	-
3259	-	1AF	10	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3222	DES	-	-	-	-	-	-
325A	-	1AF	11	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3222	DES	-	-	-	-	-	-
325B	-	1AF	12	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3222	DES	-	-	-	-	-	-
325C	-	1AF	13	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3223	DES	-	-	-	-	-	-
325D	-	1AF	14	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3223	DES	-	-	-	-	-	-
325E	-	1AF	15	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3223	DES	-	-	-	-	-	-
325F	-	1AF	16	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3223	DES	-	-	-	-	-	-
3260	-	1B0	1	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3224	DES	-	-	-	-	-	-
3261	-	1B0	2	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x6669	3224	DES	-	-	-	-	-	-
3262	-	1B0	3	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3224	DES	-	-	-	-	-	-
3263	-	1B0	4	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3224	DES	-	-	-	-	-	-
3264	-	1B0	5	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3225	DES	-	-	-	-	-	-
3265	-	1B0	6	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3225	DES	-	-	-	-	-	-
3266	-	1B0	7	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3225	DES	-	-	-	-	-	-
3267	-	1B0	8	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3225	DES	-	-	-	-	-	-
3268	-	1B0	9	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3226	DES	-	-	-	-	-	-
3269	-	1B0	10	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3226	DES	-	-	-	-	-	-
326A	-	1B0	11	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3226	DES	-	-	-	-	-	-
326B	-	1B0	12	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3226	DES	-	-	-	-	-	-
326C	-	1B0	13	0	1	0	1111000_	10_	10_	10_	00_	00_	0x9996	0x6669	3227	PRE	-	-	-	-	-	-
326D	-	1B0	14	0	1	0	1111000_	10_	10_	10_	00_	00_	0x6669	0x9996	3227	PRE	-	-	-	-	-	-
326E	-	1B0	15	1	0	0	1000000_	10_	10_	10_	00_	00_	0x9996	0x6669	3227	PRE	ALL	-	-	-	-	-
326F	-	1B0	16	1	0	0	1000000_	10_	10_	10_	00_	00_	0x6669	0x9996	3227	PRE	ALL	-	-	-	-	-
3270	-	1B1	1	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3228	DES	-	-	-	-	-	-
3271	-	1B1	2	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3228	DES	-	-	-	-	-	-
3272	-	1B1	3	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3228	DES	-	-	-	-	-	-
3273	-	1B1	4	1	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3228	DES	-	-	-	-	-	-
3274	-	1B1	5	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3229	DES	-	-	-	-	-	-
3275	-	1B1	6	0	0	0	0100000_	10_	10_	10_	00_	00_	0x9996	0x6669	3229	DES	-	-	-	-	-	-
3276	-	1B1	7	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3229	DES	-	-	-	-	-	-
3277	-	1B1	8	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3229	DES	-	-	-	-	-	-
3278	-	1B1	9	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3230	DES	-	-	-	-	-	-
3279	-	1B1	10	0	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3230	DES	-	-	-	-	-	-
327A	-	1B1	11	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3230	DES	-	-	-	-	-	-
327B	-	1B1	12	1	0	0	0100000_	10_	10_	10_	00_	00_	0x6669	0x9996	3230	DES	-	-	-	-	-	-
