DO	HB	NB	V43	run	wf	x	y	test
4	6	2398	3190	PCI033	13	20	51	0
1	2	0	3190	PCI033	8	19	48	0
3	2	0	4122	PCJ018	14	37	43	0
2	2	0	3190	PCI033	8	20	46	0
4	2	0	4122	PCJ018	14	43	44	0
1	6	0	4122	PCI033	10	26	36	0
3	6	0	3190	PCJ018	13	52	53	0
2	6	0	4122	PCI033	10	29	34	0
4	6	1782	3190	PCJ018	13	55	53	0
1	6	0	3190	PCI033	8	29	41	0
3	6	3013	4122	PCJ023	4	51	43	0
2	6	0	3190	PCI033	8	31	41	0
4	6	0	3190	PCJ023	4	52	45	0
1	2	0	3190	PCI033	10	51	42	0
3	2	0	4122	PCJ018	13	23	49	0
2	2	0	3190	PCI033	10	53	45	0
4	2	0	4122	PCJ018	13	25	49	0
1	6	0	3190	PCI033	5	51	46	0
3	6	0	4122	PCI033	9	18	46	0
2	6	0	3190	PCI033	5	51	49	0
4	6	3166	3190	PCI033	9	19	41	0
1	2	0	4122	PCI033	10	24	37	0
3	2	0	3190	PCJ018	13	26	49	0
2	2	0	4122	PCI033	10	27	36	0
4	2	0	4122	PCJ018	13	29	49	0
1	2	0	3190	PCI033	14	24	50	0
3	2	0	4122	PCJ018	4	26	64	0
2	2	0	3190	PCI033	14	25	45	0
4	2	0	3190	PCJ018	4	22	63	0
1	2	0	4122	PCI033	8	50	47	0
3	2	0	4122	PCJ018	14	37	46	0
2	2	0	3190	PCI033	8	50	49	0
4	2	0	4122	PCJ018	14	40	47	0
1	2	0	3190	PCI033	8	31	51	0
3	2	0	4122	PCJ023	4	48	43	0
2	2	0	4122	PCI033	8	29	50	0
4	2	0	3190	PCJ023	4	49	45	0
1	6	0	3190	PCI033	8	16	45	0
3	6	0	4122	PCJ018	14	43	61	0
2	6	1364	3190	PCI033	8	18	40	0
4	6	0	4122	PCJ018	14	41	61	0
1	6	0	4122	PCI033	12	32	34	0
3	6	0	4122	PCJ018	4	43	35	0
2	6	3166	3190	PCI033	12	34	34	0
4	6	0	4122	PCJ018	4	48	38	0
1	6	0	4122	PCI033	12	22	53	0
3	6	2682	3190	PCJ018	4	28	45	0
2	6	0	4122	PCI033	12	21	50	0
4	6	0	4122	PCJ018	4	33	44	0
1	2	0	3190	PCI033	14	42	43	0
3	2	0	3190	PCJ018	4	15	42	0
2	2	0	4122	PCI033	14	45	45	0
4	2	0	3091	PCJ018	4	21	35	0
1	6	0	4122	PCI033	14	38	44	0
3	6	3013	4122	PCJ018	4	42	33	0
2	6	1781	3190	PCI033	14	41	45	0
4	6	3013	3190	PCJ018	4	46	35	0
1	2	0	3190	PCI033	23	30	56	0
3	2	0	3190	PCJ023	14	49	44	0
2	2	0	4122	PCI033	23	28	55	0
4	2	0	3190	PCJ023	14	50	47	0
1	2	0	3190	PCI033	14	38	41	0
3	2	0	3190	PCJ018	4	36	30	0
2	2	0	3190	PCI033	14	40	42	0
4	2	0	4122	PCJ018	4	46	33	0
1	2	0	3190	PCI033	8	23	55	0
3	2	0	4122	PCJ023	4	23	61	0
2	2	0	3190	PCI033	8	22	53	0
4	2	0	3190	PCJ023	4	20	59	0
1	6	0	3190	PCI033	8	34	35	0
3	6	0	3190	PCJ018	14	22	46	0
2	6	2398	3190	PCI033	8	36	35	0
4	6	0	4122	PCJ018	14	24	41	0
1	2	0	3190	PCI033	8	38	39	0
3	2	0	4122	PCJ023	4	34	33	0
2	2	0	3190	PCI033	8	40	40	0
4	2	0	3190	PCJ023	4	37	33	0
1	2	0	4122	PCI033	15	49	49	0
3	2	0	3091	PCJ015	13	32	37	0
2	2	0	4122	PCI033	15	51	49	0
4	2	0	4122	PCJ015	13	34	37	0
1	6	0	3190	PCI033	6	38	55	0
3	6	0	3190	PCI033	11	28	58	0
2	6	0	3190	PCI033	6	30	55	0
4	6	1780	3190	PCI033	11	26	57	0
1	6	0	3190	PCI033	15	32	43	0
3	6	0	4122	PCI033	13	54	52	0
2	6	2398	3190	PCI033	15	42	43	0
4	6	0	3190	PCI033	13	53	54	0
1	2	0	3190	PCI033	8	18	51	0
3	2	0	3190	PCJ018	14	20	47	0
2	2	0	3190	PCI033	8	17	47	0
4	2	0	4122	PCJ018	14	21	44	0
1	6	2398	3190	PCI033	15	32	48	0
3	6	0	3190	PCJ015	13	20	49	0
2	6	0	3091	PCI033	15	29	48	0
4	6	0	3190	PCJ015	13	24	40	0
1	2	0	3190	PCI033	10	42	50	0
3	2	0	3190	PCJ018	14	16	42	0
2	2	0	3190	PCI033	10	39	50	0
4	2	0	3190	PCJ018	14	24	34	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	W0A000	0	0	0	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	W0A000	0	0	0	0
1	2	0	3190	PCI033	8	24	47	0
3	2	0	3190	PCJ023	4	27	37	0
2	2	0	3190	PCI033	8	26	44	0
4	2	0	3190	PCJ023	4	31	36	0
1	6	0	4122	PCI033	12	50	43	0
3	6	1781	3190	PCJ018	4	38	37	0
2	6	0	4122	PCI033	12	51	46	0
4	6	0	3190	PCJ018	4	45	39	0
1	6	0	4122	PCI033	10	25	38	0
3	6	0	4669	PCJ018	13	27	46	0
2	6	0	4122	PCI033	10	28	37	0
4	6	2762	3190	PCJ018	13	16	46	0
1	6	0	3190	PCI033	6	36	39	0
3	6	0	4122	PCI033	11	30	61	0
2	6	1780	3190	PCI033	6	37	39	0
4	6	0	3190	PCI033	11	29	60	0
1	2	0	4122	PCI033	8	42	42	0
3	2	0	4122	PCJ023	4	52	49	0
2	2	0	4122	PCI033	8	44	43	0
4	2	0	4122	PCJ023	4	49	58	0
1	6	0	4122	PCJ016	13	24	61	0
3	6	0	3190	PCJ023	13	51	39	0
2	6	1845	1845	PCJ016	13	25	61	0
4	6	0	3190	PCJ023	13	51	40	0
1	8	0	0	PCI033	12	20	40	0
3	8	0	0	PCJ018	4	30	33	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	PCJ018	4	32	33	0
1	2	0	4122	PCI033	14	53	55	0
3	2	0	4122	PCI033	13	22	57	0
2	2	0	3190	PCI033	14	47	60	0
4	2	0	3190	PCI033	13	21	55	0
1	2	0	3190	PCI033	8	38	35	0
3	2	0	3190	PCJ018	14	26	41	0
2	2	0	4122	PCI033	8	44	37	0
4	2	0	4122	PCJ018	14	32	39	0
1	6	0	3190	PCI033	15	42	39	0
3	6	0	4122	PCI033	13	46	37	0
2	6	0	4122	PCI033	15	44	39	0
4	6	1781	4122	PCI033	13	47	37	0
1	2	0	3190	PCI033	8	18	45	0
3	2	0	3190	PCJ018	14	49	50	0
2	2	0	3190	PCI033	8	18	43	0
4	2	0	4122	PCJ018	14	48	53	0
1	6	2398	3190	PCI033	23	51	42	0
3	6	0	3190	PCJ023	14	14	43	0
2	6	0	3190	PCI033	23	52	44	0
4	6	0	4122	PCJ023	14	18	37	0
1	6	770	3190	PCI033	8	22	46	0
3	6	0	3190	PCJ023	4	15	47	0
2	6	0	3190	PCI033	8	22	44	0
4	6	0	4122	PCJ023	4	17	41	0
1	6	0	4122	PCI033	10	44	55	0
3	6	2669	3190	PCJ018	13	37	41	0
2	6	0	4122	PCI033	10	42	55	0
4	6	0	4122	PCJ018	13	40	41	0
1	2	0	3190	PCI033	23	54	49	0
3	2	0	3190	PCJ023	14	52	39	0
2	2	0	4122	PCI033	23	53	53	0
4	2	0	3190	PCJ023	14	53	41	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	W0A000	0	0	0	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	W0A000	0	0	0	0
1	2	0	3190	PCI033	6	29	36	0
3	2	0	4122	PCJ023	13	33	67	0
2	2	0	4122	PCI033	6	31	36	0
4	2	0	3190	PCJ023	13	26	65	0
1	2	0	4122	PCI033	5	46	47	0
3	2	0	3190	PCI033	9	32	58	0
2	2	0	3190	PCI033	5	46	48	0
4	2	0	4122	PCI033	9	31	58	0
1	2	0	3190	PCI033	10	25	61	0
3	2	0	4122	PCJ018	13	20	53	0
2	2	0	4122	PCI033	10	21	59	0
4	2	0	3190	PCJ018	13	22	53	0
1	6	0	3190	PCI033	10	39	61	0
3	6	0	4122	PCJ018	13	48	54	0
2	6	2682	3190	PCI033	10	16	42	0
4	6	0	4122	PCJ018	13	42	54	0
1	2	0	3190	PCI033	10	43	49	0
3	2	0	3190	PCJ018	14	44	35	0
2	2	0	4122	PCI033	10	41	49	0
4	2	0	4122	PCJ018	14	47	36	0
1	2	0	3190	PCI033	5	44	41	0
3	2	0	3190	PCI033	9	29	37	0
2	2	0	4122	PCI033	5	46	42	0
4	2	0	3190	PCI033	9	31	37	0
1	8	0	0	PCI033	15	19	40	0
3	8	0	0	PCI033	13	18	53	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	PCI033	13	17	50	0
1	6	0	4122	PCI033	12	31	51	0
3	6	0	3190	PCJ018	13	42	65	0
2	6	2398	3190	PCI033	12	29	51	0
4	6	0	4122	PCJ018	13	35	64	0
1	2	0	4122	PCI033	10	16	46	0
3	2	0	4122	PCJ018	13	22	55	0
2	2	0	3190	PCI033	10	17	42	0
4	2	0	4122	PCJ018	13	24	55	0
1	2	0	3190	PCI033	23	41	48	0
3	2	0	3190	PCJ023	14	45	43	0
2	2	0	3190	PCI033	23	41	50	0
4	2	0	3190	PCJ023	14	46	45	0
1	6	1364	3190	PCI033	12	22	61	0
3	6	0	4122	PCJ018	4	50	38	0
2	6	0	3190	PCI033	12	17	55	0
4	6	0	4122	PCJ018	4	51	40	0
1	2	0	3190	PCI033	23	52	55	0
3	2	0	4122	PCJ023	13	29	47	0
2	2	0	3190	PCI033	23	33	63	0
4	2	0	4122	PCJ023	13	33	47	0
1	2	0	3190	PCI033	5	21	51	0
3	2	0	3190	PCI033	9	23	39	0
2	2	0	3190	PCI033	5	20	48	0
4	2	0	4122	PCI033	9	28	37	0
1	6	2682	3190	PCI033	10	50	52	0
3	6	0	4122	PCJ018	13	47	39	0
2	6	0	3190	PCI033	10	49	54	0
4	6	0	4122	PCJ018	13	50	39	0
1	2	0	4122	PCI033	6	48	42	0
3	2	0	3190	PCJ023	13	21	61	0
2	2	0	3190	PCI033	6	50	45	0
4	2	0	4122	PCJ023	13	18	59	0
1	2	0	4122	PCI033	12	48	42	0
3	2	0	4122	PCJ018	4	22	51	0
2	2	0	3190	PCI033	12	49	44	0
4	2	0	3190	PCJ018	4	24	41	0
1	2	0	3190	PCI033	10	31	63	0
3	2	0	4122	PCJ018	13	15	53	0
2	2	0	3190	PCI033	10	29	62	0
4	2	0	3190	PCJ018	13	18	53	0
1	2	0	4122	PCI033	12	45	55	0
3	2	0	3190	PCJ018	4	39	38	0
2	2	0	4122	PCI033	12	41	57	0
4	2	0	3190	PCJ018	4	41	39	0
1	2	0	4122	PCI033	15	40	57	0
3	2	0	4122	PCJ015	13	19	58	0
2	2	0	4122	PCI033	15	42	57	0
4	2	0	4122	PCJ015	13	17	56	0
1	2	0	3190	PCI033	15	23	43	0
3	2	0	3190	PCJ015	13	37	54	0
2	2	0	3190	PCI033	15	25	43	0
4	2	0	4122	PCJ015	13	29	51	0
1	6	0	4122	PCI033	8	46	52	0
3	6	0	4122	PCJ023	4	19	41	0
2	6	0	3190	PCI033	8	38	54	0
4	6	3013	3190	PCJ023	4	26	37	0
1	6	0	3190	PCI033	15	27	49	0
3	6	0	4122	PCJ015	13	28	39	0
2	6	0	3190	PCI033	15	29	49	0
4	6	1845	3190	PCJ015	13	37	38	0
1	2	0	3190	PCI033	5	29	55	0
3	2	0	3190	PCI033	9	46	56	0
2	2	0	3190	PCI033	5	25	54	0
4	2	0	4122	PCI033	9	45	57	0
1	6	2682	3190	PCI033	5	53	47	0
3	6	0	3190	PCI033	11	35	45	0
2	6	0	3190	PCI033	5	51	55	0
4	6	0	4122	PCI033	11	38	45	0
1	6	0	3190	PCI033	23	41	34	0
3	6	0	4122	PCJ023	14	37	32	0
2	6	0	3190	PCI033	23	51	40	0
4	6	3013	4122	PCJ023	14	41	33	0
1	6	1780	3190	PCI033	5	32	36	1
3	6	0	3190	PCI033	9	27	61	1
2	6	0	3190	PCI033	5	34	36	1
4	6	0	4122	PCI033	9	25	60	1
1	2	0	3190	PCI033	6	40	46	1
3	2	0	3190	PCI033	11	23	46	1
2	2	0	3190	PCI033	6	42	47	1
4	2	0	3190	PCI033	11	23	44	1
1	6	1845	1001	PCJ016	13	25	53	1
3	6	0	4122	PCJ023	13	47	57	1
2	6	0	4122	PCJ016	13	27	53	1
4	6	0	4122	PCJ023	13	44	58	1
1	6	1780	3190	PCI033	5	52	43	1
3	6	0	3190	PCI033	11	28	43	1
2	6	0	3190	PCI033	5	52	54	1
4	6	0	3190	PCI033	11	45	47	1
1	6	0	3190	PCI033	14	33	41	1
3	6	3013	4122	PCJ018	4	20	35	1
2	6	0	3190	PCI033	14	36	41	1
4	6	0	4122	PCJ018	4	35	30	1
1	6	2398	3190	PCI033	8	38	62	1
3	6	0	1386	PCJ018	14	33	35	1
2	6	0	3190	PCI033	8	16	53	1
4	6	0	4122	PCJ018	14	35	35	1
1	2	0	4122	PCI033	8	48	43	1
3	2	0	4122	PCJ023	4	21	36	1
2	2	0	3190	PCI033	8	49	45	1
4	2	0	4122	PCJ023	4	24	34	1
1	6	0	4122	PCI033	10	26	36	1
3	6	0	3190	PCJ018	13	52	53	1
2	6	0	4122	PCI033	10	29	34	1
4	6	1782	4122	PCJ018	13	55	53	1
1	2	0	3190	PCI033	8	45	48	1
3	2	0	3190	PCJ023	4	39	61	1
2	2	0	4122	PCI033	8	43	50	1
4	2	0	4122	PCJ023	4	35	62	1
1	2	0	3190	PCI033	8	28	35	1
3	2	0	4122	PCJ018	14	35	37	1
2	2	0	3190	PCI033	8	30	34	1
4	2	0	4122	PCJ018	14	37	37	1
1	6	0	4122	PCI033	12	37	36	1
3	6	383	3190	PCJ018	4	53	45	1
2	6	0	3190	PCI033	12	43	37	1
4	6	0	4122	PCJ018	4	53	47	1
1	2	0	3190	PCI033	6	21	59	1
3	2	0	4122	PCJ023	4	39	57	1
2	2	0	3190	PCI033	6	17	53	1
4	2	0	3190	PCJ023	4	23	49	1
1	2	0	3190	PCI033	6	45	49	1
3	2	0	4122	PCI033	11	44	41	1
2	2	0	4122	PCI033	6	44	51	1
4	2	0	4122	PCI033	11	47	44	1
1	2	0	4122	PCI033	12	32	34	1
3	2	0	4122	PCJ018	4	43	35	1
2	2	0	4122	PCI033	12	34	34	1
4	2	0	3001	PCJ018	4	48	38	1
1	2	0	4122	PCI033	10	44	55	1
3	2	0	4669	PCJ018	13	37	41	1
2	2	0	3190	PCI033	10	42	55	1
4	2	0	1386	PCJ018	13	40	41	1
1	2	0	3190	PCI033	6	22	60	1
3	2	0	3190	PCJ023	4	29	41	1
2	2	0	3190	PCI033	6	19	57	1
4	2	0	3190	PCJ023	4	33	41	1
1	6	0	4122	PCI033	12	48	55	1
3	6	0	3190	PCJ018	4	47	43	1
2	6	1781	3190	PCI033	12	46	56	1
4	6	0	3190	PCJ018	4	48	49	1
1	6	0	3190	PCI033	8	33	44	1
3	6	3013	4122	PCJ023	4	48	56	1
2	6	0	3190	PCI033	8	35	44	1
4	6	3013	3190	PCJ023	4	46	57	1
1	6	2682	3190	PCI033	15	41	40	1
3	6	0	4122	PCI033	13	32	64	1
2	6	0	3190	PCI033	15	39	40	1
4	6	0	4122	PCI033	13	30	62	1
1	6	3166	3190	PCI033	6	18	51	1
3	6	0	4122	PCJ023	4	42	45	1
2	6	0	3190	PCI033	6	17	48	1
4	6	0	3190	PCJ023	4	43	46	1
1	2	0	3190	PCI033	6	39	51	1
3	2	0	3190	PCI033	11	46	48	1
2	2	0	4122	PCI033	6	33	51	1
4	2	0	3190	PCI033	11	46	50	1
1	2	0	3190	PCI033	8	16	45	1
3	2	0	1386	PCJ018	14	43	61	1
2	2	0	4122	PCI033	8	18	40	1
4	2	0	4122	PCJ018	14	41	61	1
1	6	1781	4669	PCI033	10	40	48	1
3	6	0	4122	PCJ018	14	46	61	1
2	6	0	3190	PCI033	10	38	48	1
4	6	0	4122	PCJ018	14	43	63	1
1	6	0	4122	PCI033	8	40	50	1
3	6	0	4122	PCJ023	4	49	56	1
2	6	1322	3190	PCI033	8	37	53	1
4	6	0	3190	PCJ023	4	43	60	1
1	2	0	4122	PCI033	8	24	36	1
3	2	0	4122	PCJ018	14	30	37	1
2	2	0	3190	PCI033	8	26	36	1
4	2	0	4122	PCJ018	14	33	37	1
1	6	0	3190	PCI033	15	50	40	1
3	6	0	4122	PCI033	13	45	61	1
2	6	1780	4122	PCI033	15	48	40	1
4	6	0	4122	PCI033	13	43	62	1
1	2	0	4122	PCI033	6	40	62	1
3	2	0	3190	PCJ023	4	47	48	1
2	2	0	3190	PCI033	6	25	61	1
4	2	0	4122	PCJ023	4	47	52	1
1	6	0	4122	PCI033	10	38	54	1
3	6	0	4122	PCJ018	13	28	35	1
2	6	1782	4122	PCI033	10	26	56	1
4	6	1782	3190	PCJ018	13	30	35	1
1	6	0	3190	PCI033	14	45	43	1
3	6	0	3190	PCJ018	4	48	34	1
2	6	0	3190	PCI033	14	46	45	1
4	6	3166	3190	PCJ018	4	50	35	1
1	2	0	3190	PCI033	8	30	35	1
3	2	0	4122	PCJ018	14	23	55	1
2	2	0	3190	PCI033	8	32	35	1
4	2	0	4122	PCJ018	14	22	51	1
1	2	0	4122	PCI033	5	28	60	1
3	2	0	3190	PCI033	11	31	51	1
2	2	0	4122	PCI033	5	26	59	1
4	2	0	3190	PCI033	11	28	49	1
1	2	0	3190	PCI033	8	31	42	1
3	2	0	4122	PCJ023	4	35	36	1
2	2	0	3190	PCI033	8	33	42	1
4	2	0	3190	PCJ023	4	37	36	1
1	6	0	4122	PCI033	8	53	48	1
3	6	0	4122	PCJ018	14	46	57	1
2	6	1780	4122	PCI033	8	53	50	1
4	6	0	4122	PCJ018	14	38	60	1
1	6	0	3190	PCI033	8	50	50	1
3	6	0	4122	PCJ018	14	38	45	1
2	6	1322	3190	PCI033	8	50	52	1
4	6	0	4122	PCJ018	14	42	46	1
1	6	0	4122	PCI033	10	41	58	1
3	6	0	1387	PCJ018	13	53	49	1
2	6	0	4122	PCI033	10	35	61	1
4	6	870	3190	PCJ018	13	55	49	1
1	2	0	3190	PCI033	23	53	54	1
3	2	0	3190	PCJ023	14	54	43	1
2	2	0	4122	PCI033	23	32	63	1
4	2	0	4122	PCJ023	14	55	45	1
1	6	0	3190	PCI033	10	22	47	1
3	6	1781	3190	PCJ018	13	47	34	1
2	6	0	4122	PCI033	10	23	45	1
4	6	0	4122	PCJ018	13	45	34	1
1	6	1781	4122	PCI033	12	49	55	1
3	6	0	3190	PCJ018	4	40	62	1
2	6	0	4122	PCI033	12	46	57	1
4	6	0	4122	PCJ018	4	35	64	1
1	2	0	4122	PCI033	8	36	53	1
3	2	0	3190	PCJ023	4	42	38	1
2	2	0	4122	PCI033	8	31	53	1
4	2	0	3190	PCJ023	4	44	39	1
1	6	0	3190	PCI033	15	30	59	1
3	6	0	4122	PCJ015	13	52	59	1
2	6	0	3190	PCI033	15	32	59	1
4	6	3013	4122	PCJ015	13	50	61	1
1	6	2669	3190	PCI033	6	20	55	1
3	6	0	3011	PCJ023	4	38	49	1
2	6	2398	3190	PCI033	6	19	53	1
4	6	0	4122	PCJ023	13	25	65	1
1	6	2398	3190	PCI033	23	33	59	1
3	6	0	4122	PCJ023	14	28	37	1
2	6	0	3190	PCI033	23	30	59	1
4	6	0	4122	PCJ023	14	32	36	1
1	6	0	3190	PCI033	6	48	47	1
3	6	0	3190	PCI033	11	19	51	1
2	6	2398	3190	PCI033	6	48	49	1
4	6	0	3190	PCI033	11	18	48	1
1	6	0	4122	PCI033	8	34	35	1
3	6	2669	4669	PCJ018	14	22	46	1
2	6	0	3190	PCI033	8	36	35	1
4	6	0	3190	PCJ018	14	24	41	1
1	2	0	3190	PCI033	12	19	47	1
3	2	0	3190	PCJ018	4	35	38	1
2	2	0	3190	PCI033	12	20	45	1
4	2	0	3190	PCJ018	4	40	39	1
1	6	0	3190	PCI033	14	44	41	1
3	6	0	3190	PCI033	13	29	48	1
2	6	2669	3190	PCI033	14	47	43	1
4	6	0	4122	PCI033	13	37	47	1
1	6	1780	4122	PCI033	10	45	52	1
3	6	0	3091	PCJ018	14	29	31	1
2	6	0	4122	PCI033	10	42	52	1
4	6	0	3190	PCJ018	14	32	31	1
1	6	2682	3190	PCI033	5	44	44	1
3	6	0	3190	PCI033	9	39	39	1
2	6	0	3190	PCI033	5	45	46	1
4	6	0	3190	PCI033	9	44	41	1
1	6	0	1386	PCJ016	13	29	33	1
3	6	3013	3190	PCJ023	14	32	65	1
2	6	0	1386	PCJ016	13	31	33	1
4	6	0	4122	PCJ023	14	29	64	1
1	2	0	3190	PCI033	10	52	52	1
3	2	0	3190	PCJ018	13	14	46	1
2	2	0	3190	PCI033	10	51	54	1
4	2	0	3190	PCJ018	13	15	45	1
1	6	0	4122	PCI033	10	18	56	1
3	6	2762	3190	PCJ018	13	25	53	1
2	6	0	4122	PCI033	10	17	53	1
4	6	0	3190	PCJ018	13	27	53	1
1	2	0	3190	PCI033	10	36	44	1
3	2	0	3190	PCJ018	14	44	62	1
2	2	0	4122	PCI033	10	38	44	1
4	2	0	4122	PCJ018	14	42	63	1
1	6	0	3190	PCI033	10	41	50	1
3	6	1845	4122	PCJ018	14	20	59	1
2	6	0	4122	PCI033	10	38	50	1
4	6	1780	4122	PCJ018	14	18	57	1
1	6	0	3190	PCI033	10	32	34	1
3	6	770	770	PCJ018	13	21	50	1
2	6	0	3190	PCI033	10	34	34	1
4	6	0	4122	PCJ018	13	19	50	1
1	6	0	3190	PCI033	10	39	46	1
3	6	2398	4122	PCJ018	14	38	63	1
2	6	0	4122	PCI033	10	37	46	1
4	6	0	4122	PCJ018	14	35	64	1
1	6	1782	4122	PCI033	23	48	46	1
3	6	0	4122	PCJ023	14	19	45	1
2	6	0	3190	PCI033	23	48	50	1
4	6	0	3190	PCJ023	14	19	43	1
1	6	0	4122	PCI033	15	48	43	1
3	6	0	4122	PCJ015	13	28	50	1
2	6	2398	3190	PCI033	15	50	43	1
4	6	0	4122	PCJ015	13	40	47	1
1	2	0	3190	PCI033	14	25	62	1
3	2	0	4122	PCI033	13	51	48	1
2	2	0	4122	PCI033	14	22	61	1
4	2	0	3091	PCI033	13	51	50	1
1	2	0	4122	PCI033	5	48	59	1
3	2	0	3190	PCI033	11	42	46	1
2	2	0	3190	PCI033	5	46	60	1
4	2	0	4122	PCI033	11	42	49	1
1	6	0	4122	PCI033	23	42	57	1
3	6	3013	3190	PCJ023	14	49	49	1
2	6	0	4122	PCI033	23	41	57	1
4	6	1782	4122	PCJ023	14	47	55	1
1	6	0	3190	PCI033	8	39	38	1
3	6	3013	3190	PCJ023	4	15	46	1
2	6	0	3190	PCI033	8	41	39	1
4	6	0	4122	PCJ023	4	15	44	1
1	6	1781	3190	PCI033	6	22	43	1
3	6	0	4122	PCI033	11	48	40	1
2	6	0	3190	PCI033	6	25	41	1
4	6	0	3190	PCI033	11	49	42	1
1	6	0	3190	PCI033	5	33	53	1
3	6	1364	3190	PCI033	9	25	55	1
2	6	0	3190	PCI033	5	32	53	1
4	6	0	3190	PCI033	9	24	55	1
1	2	0	3190	PCI033	10	28	45	1
3	2	0	4122	PCJ018	14	51	58	1
2	2	0	3190	PCI033	10	33	44	1
4	2	0	1003	PCJ018	14	47	61	1
1	6	0	3190	PCI033	8	27	35	1
3	6	0	4122	PCJ018	14	44	59	1
2	6	1325	3190	PCI033	8	29	34	1
4	6	0	3190	PCJ018	14	38	61	1
1	2	0	3190	PCI033	12	22	55	1
3	2	0	4122	PCJ018	4	50	53	1
2	2	0	3190	PCI033	12	21	53	1
4	2	0	3190	PCJ018	4	48	57	1
1	6	1780	4122	PCI033	12	52	49	1
3	6	0	1386	PCJ018	4	36	63	1
2	6	0	4122	PCI033	12	52	51	1
4	6	0	4122	PCJ018	4	30	61	1
1	6	2682	4122	PCI033	6	25	44	1
3	6	0	3190	PCI033	11	22	44	1
2	6	0	4122	PCI033	6	28	43	1
4	6	2398	3190	PCI033	11	24	41	1
1	2	0	3190	PCI033	15	52	52	1
3	2	0	4122	PCJ015	13	29	34	1
2	2	0	3190	PCI033	15	49	52	1
4	2	0	3190	PCJ015	13	35	34	1
1	6	0	4122	PCI033	6	20	50	1
3	6	0	4122	PCJ023	13	50	37	1
2	6	2682	3190	PCI033	6	20	47	1
4	6	0	4122	PCJ023	13	52	40	1
1	6	2398	4122	PCI033	15	26	51	1
3	6	0	3190	PCJ015	13	22	59	1
2	6	0	3190	PCI033	15	29	51	1
4	6	0	4122	PCJ015	13	19	56	1
1	6	4002	3190	PCI033	15	21	48	1
3	6	0	4122	PCJ015	13	48	43	1
2	6	0	3190	PCI033	15	19	48	1
4	6	0	4122	PCJ015	13	49	50	1
1	2	0	3190	PCI033	8	41	59	1
3	2	0	4122	PCJ018	14	51	45	1
2	2	0	4122	PCI033	8	39	60	1
4	2	0	4122	PCJ018	14	51	48	1
1	6	0	3190	PCI033	23	45	39	1
3	6	870	4122	PCJ023	14	18	55	1
2	6	0	4122	PCI033	23	49	44	1
4	6	0	3190	PCJ023	14	17	53	1
1	6	0	3190	PCI033	23	27	36	1
3	6	3013	4122	PCJ023	14	21	61	1
2	6	0	3190	PCI033	23	30	35	1
4	6	3013	3190	PCJ023	14	15	53	1
1	6	0	3190	PCI033	10	34	41	1
3	6	0	4122	PCJ018	14	21	62	1
2	6	0	3190	PCI033	10	38	41	1
4	6	3013	3190	PCJ018	14	16	57	1
1	6	0	3190	PCI033	8	47	44	1
3	6	0	4122	PCJ023	4	50	38	1
2	6	0	3190	PCI033	8	48	47	1
4	6	3013	4122	PCJ023	4	51	40	1
1	2	0	3190	PCI033	6	41	42	1
3	2	0	3190	PCI033	11	49	43	1
2	2	0	3190	PCI033	6	44	43	1
4	2	0	4122	PCI033	11	50	45	1
1	2	0	3190	PCI033	8	18	50	1
3	2	0	3190	PCJ018	14	43	41	1
2	2	0	3190	PCI033	8	19	46	1
4	2	0	3021	PCJ018	14	45	42	1
1	2	0	3190	PCJ016	13	49	48	1
3	2	0	3190	PCJ023	13	31	59	1
2	2	0	3190	PCJ016	13	47	48	1
4	2	0	3190	PCJ023	13	28	58	1
1	2	0	4122	PCI033	8	49	58	1
3	2	0	3190	PCJ018	14	30	60	1
2	2	0	3190	PCI033	8	47	58	1
4	2	0	4122	PCJ018	14	29	59	1
1	6	0	4122	PCJ016	13	52	59	1
3	6	1780	3190	PCI033	11	36	61	1
2	6	0	4122	PCJ016	13	53	58	1
4	6	0	4122	PCI033	11	33	61	1
1	2	0	3190	PCI033	15	47	46	1
3	2	0	4122	PCJ015	13	32	55	1
2	2	0	3190	PCI033	15	44	46	1
4	2	0	3190	PCJ015	13	24	50	1
1	6	0	3190	PCI033	8	27	42	1
3	6	3013	3190	PCJ023	4	42	36	1
2	6	0	3190	PCI033	8	30	41	1
4	6	0	3190	PCJ023	4	46	38	1
1	2	0	3190	PCI033	6	22	35	1
3	2	0	1386	PCJ023	4	47	53	1
2	2	0	4122	PCI033	6	31	32	1
4	2	0	3190	PCJ023	4	44	56	1
1	6	0	4122	PCI033	12	18	54	1
3	6	0	4122	PCJ018	4	18	43	1
2	6	2762	4122	PCI033	12	18	52	1
4	6	0	3190	PCJ018	4	19	41	1
1	2	0	4122	PCI033	10	52	47	1
3	2	0	3190	PCJ018	13	47	48	1
2	2	0	4122	PCI033	10	52	49	1
4	2	0	4122	PCJ018	13	28	48	1
1	6	0	4122	PCI033	15	25	58	1
3	6	0	4122	PCJ015	13	46	63	1
2	6	0	3190	PCI033	15	24	58	1
